head entity id	Relation_id	tail entity id
1352	3	1933
1933	3	1352
1353	3	1845
1845	3	1353
1353	3	1844
1844	3	1353
1353	3	1897
1897	3	1353
1353	3	2023
2023	3	1353
1353	3	1910
1910	3	1353
1353	3	1979
1979	3	1353
1353	3	1825
1825	3	1353
1353	3	1962
1962	3	1353
1353	3	1900
1900	3	1353
1353	3	2057
2057	3	1353
1353	3	1827
1827	3	1353
1353	3	1702
1702	3	1353
1353	3	2051
2051	3	1353
1353	3	1875
1875	3	1353
1353	3	1821
1821	3	1353
1353	3	1644
1644	3	1353
1353	3	1683
1683	3	1353
1353	3	2039
2039	3	1353
1353	3	1787
1787	3	1353
1353	3	1839
1839	3	1353
1353	3	1853
1853	3	1353
1353	3	1936
1936	3	1353
1353	3	1965
1965	3	1353
1353	3	1742
1742	3	1353
1353	3	1891
1891	3	1353
1353	3	1696
1696	3	1353
1353	3	1761
1761	3	1353
1353	3	1617
1617	3	1353
1353	3	1789
1789	3	1353
1353	3	1828
1828	3	1353
1353	3	1918
1918	3	1353
1353	3	2007
2007	3	1353
1353	3	1915
1915	3	1353
1353	3	1743
1743	3	1353
1353	3	1762
1762	3	1353
1353	3	1852
1852	3	1353
1353	3	2045
2045	3	1353
1353	3	1868
1868	3	1353
1353	3	1668
1668	3	1353
1353	3	1903
1903	3	1353
1353	3	1995
1995	3	1353
1353	3	1713
1713	3	1353
1353	3	1944
1944	3	1353
1353	3	1767
1767	3	1353
1353	3	1931
1931	3	1353
1353	3	1835
1835	3	1353
1353	3	1970
1970	3	1353
1353	3	1836
1836	3	1353
1353	3	1874
1874	3	1353
1353	3	1886
1886	3	1353
1353	3	2034
2034	3	1353
1353	3	1913
1913	3	1353
1353	3	2044
2044	3	1353
1353	3	1693
1693	3	1353
1353	3	2012
2012	3	1353
1353	3	1834
1834	3	1353
1353	3	1685
1685	3	1353
1353	3	1735
1735	3	1353
1353	3	1818
1818	3	1353
1353	3	1680
1680	3	1353
1353	3	1957
1957	3	1353
1353	3	1959
1959	3	1353
1353	3	1655
1655	3	1353
1353	3	2001
2001	3	1353
1353	3	1703
1703	3	1353
1353	3	1860
1860	3	1353
1353	3	2000
2000	3	1353
1353	3	1984
1984	3	1353
1353	3	1729
1729	3	1353
1353	3	2059
2059	3	1353
1353	3	1674
1674	3	1353
1353	3	1763
1763	3	1353
1353	3	1919
1919	3	1353
1374	3	1968
1968	3	1374
1383	3	1954
1954	3	1383
1383	3	1675
1675	3	1383
1383	3	1942
1942	3	1383
1383	3	1694
1694	3	1383
1383	3	1780
1780	3	1383
1383	3	2058
2058	3	1383
1383	3	1950
1950	3	1383
1383	3	1928
1928	3	1383
1383	3	1917
1917	3	1383
1383	3	1754
1754	3	1383
1383	3	1785
1785	3	1383
1383	3	1665
1665	3	1383
1390	3	1716
1716	3	1390
1396	3	1644
1644	3	1396
1401	3	1765
1765	3	1401
1403	3	2034
2034	3	1403
1403	3	1693
1693	3	1403
1403	3	2013
2013	3	1403
1403	3	1792
1792	3	1403
1403	3	1905
1905	3	1403
1403	3	1899
1899	3	1403
1403	3	1812
1812	3	1403
1403	3	1914
1914	3	1403
1413	3	1910
1910	3	1413
1413	3	2023
2023	3	1413
1413	3	1918
1918	3	1413
1413	3	1636
1636	3	1413
1413	3	1978
1978	3	1413
1413	3	1971
1971	3	1413
1413	3	1727
1727	3	1413
1413	3	1644
1644	3	1413
1413	3	2021
2021	3	1413
1413	3	1620
1620	3	1413
1413	3	1878
1878	3	1413
1413	3	2068
2068	3	1413
1419	3	1822
1822	3	1419
1419	3	1793
1793	3	1419
1419	3	1965
1965	3	1419
1419	3	1986
1986	3	1419
1419	3	1825
1825	3	1419
1419	3	1713
1713	3	1419
1419	3	2064
2064	3	1419
1419	3	1663
1663	3	1419
1419	3	1976
1976	3	1419
1419	3	1860
1860	3	1419
1419	3	1690
1690	3	1419
1419	3	2061
2061	3	1419
1419	3	1735
1735	3	1419
1419	3	2028
2028	3	1419
1419	3	1790
1790	3	1419
1419	3	1975
1975	3	1419
1419	3	2023
2023	3	1419
1419	3	1755
1755	3	1419
1419	3	1688
1688	3	1419
1420	3	1973
1973	3	1420
1420	3	1946
1946	3	1420
1420	3	1932
1932	3	1420
1420	3	1741
1741	3	1420
1420	3	1644
1644	3	1420
1420	3	1667
1667	3	1420
1420	3	1925
1925	3	1420
1420	3	1956
1956	3	1420
1420	3	1862
1862	3	1420
1420	3	1824
1824	3	1420
1420	3	1647
1647	3	1420
1420	3	1636
1636	3	1420
1420	3	1927
1927	3	1420
1420	3	1882
1882	3	1420
1420	3	1865
1865	3	1420
1420	3	1610
1610	3	1420
1420	3	1841
1841	3	1420
1420	3	1691
1691	3	1420
1420	3	2069
2069	3	1420
1420	3	2034
2034	3	1420
1420	3	1781
1781	3	1420
1422	3	1739
1739	3	1422
1422	3	2048
2048	3	1422
1422	3	1693
1693	3	1422
1432	3	1722
1722	3	1432
1432	3	1755
1755	3	1432
1438	3	1708
1708	3	1438
1438	3	1641
1641	3	1438
1438	3	1711
1711	3	1438
1438	3	1881
1881	3	1438
1447	3	1613
1613	3	1447
1447	3	1782
1782	3	1447
1447	3	1622
1622	3	1447
1449	3	2046
2046	3	1449
1465	3	2037
2037	3	1465
1465	3	1880
1880	3	1465
1465	3	2059
2059	3	1465
1465	3	1767
1767	3	1465
1465	3	1893
1893	3	1465
1465	3	1818
1818	3	1465
1465	3	1980
1980	3	1465
1483	3	2034
2034	3	1483
1483	3	1627
1627	3	1483
1483	3	1767
1767	3	1483
1483	3	1711
1711	3	1483
1483	3	1833
1833	3	1483
1483	3	1825
1825	3	1483
1483	3	1867
1867	3	1483
1483	3	1793
1793	3	1483
1483	3	1997
1997	3	1483
1483	3	1723
1723	3	1483
1483	3	2008
2008	3	1483
1483	3	1861
1861	3	1483
1483	3	1927
1927	3	1483
1483	3	1868
1868	3	1483
1483	3	2070
2070	3	1483
1483	3	1659
1659	3	1483
1483	3	1988
1988	3	1483
1483	3	2017
2017	3	1483
1483	3	1850
1850	3	1483
1483	3	1998
1998	3	1483
1483	3	1759
1759	3	1483
1483	3	1750
1750	3	1483
1483	3	1839
1839	3	1483
1483	3	1625
1625	3	1483
1483	3	1626
1626	3	1483
1483	3	1834
1834	3	1483
1483	3	1840
1840	3	1483
1483	3	1729
1729	3	1483
1483	3	1881
1881	3	1483
1483	3	1764
1764	3	1483
1483	3	1651
1651	3	1483
1483	3	1964
1964	3	1483
1483	3	1813
1813	3	1483
1483	3	1991
1991	3	1483
1483	3	1671
1671	3	1483
1483	3	1916
1916	3	1483
1483	3	1709
1709	3	1483
1483	3	1653
1653	3	1483
1483	3	1955
1955	3	1483
1483	3	1619
1619	3	1483
1483	3	1966
1966	3	1483
1483	3	1982
1982	3	1483
1483	3	1738
1738	3	1483
1483	3	1804
1804	3	1483
1483	3	1832
1832	3	1483
1483	3	1652
1652	3	1483
1483	3	1865
1865	3	1483
1483	3	1687
1687	3	1483
1485	3	1796
1796	3	1485
1485	3	1752
1752	3	1485
1485	3	1644
1644	3	1485
1485	3	1771
1771	3	1485
1485	3	1659
1659	3	1485
1485	3	1863
1863	3	1485
1485	3	1940
1940	3	1485
1485	3	1818
1818	3	1485
1485	3	1749
1749	3	1485
1485	3	1770
1770	3	1485
1485	3	1958
1958	3	1485
1485	3	1672
1672	3	1485
1485	3	1869
1869	3	1485
1485	3	1693
1693	3	1485
1485	3	1933
1933	3	1485
1485	3	1985
1985	3	1485
1485	3	1993
1993	3	1485
1485	3	1808
1808	3	1485
1485	3	2062
2062	3	1485
1488	3	2034
2034	3	1488
1488	3	1758
1758	3	1488
1488	3	1676
1676	3	1488
1488	3	1757
1757	3	1488
1488	3	2058
2058	3	1488
1488	3	1860
1860	3	1488
1488	3	1790
1790	3	1488
1488	3	1877
1877	3	1488
1488	3	1662
1662	3	1488
1488	3	1859
1859	3	1488
1488	3	1652
1652	3	1488
1488	3	1773
1773	3	1488
1488	3	1692
1692	3	1488
1488	3	1774
1774	3	1488
1488	3	2046
2046	3	1488
1488	3	2043
2043	3	1488
1488	3	1811
1811	3	1488
1488	3	1869
1869	3	1488
1488	3	1977
1977	3	1488
1488	3	1990
1990	3	1488
1488	3	1629
1629	3	1488
1488	3	1868
1868	3	1488
1488	3	1646
1646	3	1488
1488	3	2035
2035	3	1488
1488	3	1891
1891	3	1488
1488	3	1768
1768	3	1488
1488	3	1800
1800	3	1488
1488	3	1678
1678	3	1488
1488	3	1889
1889	3	1488
1488	3	1660
1660	3	1488
1489	3	1642
1642	3	1489
1489	3	2066
2066	3	1489
1489	3	2013
2013	3	1489
1489	3	2014
2014	3	1489
1489	3	1891
1891	3	1489
1489	3	1941
1941	3	1489
1489	3	2059
2059	3	1489
1489	3	1998
1998	3	1489
1489	3	2026
2026	3	1489
1489	3	1813
1813	3	1489
1489	3	1711
1711	3	1489
1489	3	1626
1626	3	1489
1489	3	1755
1755	3	1489
1489	3	2038
2038	3	1489
1489	3	2010
2010	3	1489
1489	3	1636
1636	3	1489
1493	3	1787
1787	3	1493
1493	3	1833
1833	3	1493
1493	3	1631
1631	3	1493
1493	3	1695
1695	3	1493
1493	3	1838
1838	3	1493
1493	3	1801
1801	3	1493
1493	3	1868
1868	3	1493
1493	3	1831
1831	3	1493
1493	3	1656
1656	3	1493
1493	3	1721
1721	3	1493
1493	3	1864
1864	3	1493
1493	3	1836
1836	3	1493
1493	3	1843
1843	3	1493
1493	3	2061
2061	3	1493
1495	3	1846
1846	3	1495
1495	3	2066
2066	3	1495
1495	3	2058
2058	3	1495
1495	3	2003
2003	3	1495
1495	3	1861
1861	3	1495
1495	3	1652
1652	3	1495
1495	3	1673
1673	3	1495
1495	3	1980
1980	3	1495
1495	3	1710
1710	3	1495
1495	3	2050
2050	3	1495
1498	3	1625
1625	3	1498
1498	3	1711
1711	3	1498
1498	3	1755
1755	3	1498
1498	3	1661
1661	3	1498
1498	3	1639
1639	3	1498
1498	3	1677
1677	3	1498
1498	3	1793
1793	3	1498
1498	3	1699
1699	3	1498
1498	3	2054
2054	3	1498
1498	3	1627
1627	3	1498
1498	3	1703
1703	3	1498
1498	3	1762
1762	3	1498
1498	3	1895
1895	3	1498
1498	3	1901
1901	3	1498
1498	3	1904
1904	3	1498
1498	3	1776
1776	3	1498
1498	3	2030
2030	3	1498
1498	3	1937
1937	3	1498
1498	3	1974
1974	3	1498
1498	3	1994
1994	3	1498
1498	3	2031
2031	3	1498
1498	3	1896
1896	3	1498
1498	3	2067
2067	3	1498
1498	3	2052
2052	3	1498
1498	3	1871
1871	3	1498
1498	3	1907
1907	3	1498
1498	3	1909
1909	3	1498
1498	3	1618
1618	3	1498
1498	3	2053
2053	3	1498
1498	3	1951
1951	3	1498
1498	3	1953
1953	3	1498
1498	3	1693
1693	3	1498
1498	3	1892
1892	3	1498
1498	3	1848
1848	3	1498
1498	3	1981
1981	3	1498
1498	3	1930
1930	3	1498
1527	3	1712
1712	3	1527
1527	3	1925
1925	3	1527
1527	3	1626
1626	3	1527
1527	3	1747
1747	3	1527
1527	3	1707
1707	3	1527
1527	3	1746
1746	3	1527
1527	3	1728
1728	3	1527
1527	3	1737
1737	3	1527
1527	3	1779
1779	3	1527
1527	3	1760
1760	3	1527
1527	3	1740
1740	3	1527
1527	3	1670
1670	3	1527
1527	3	1807
1807	3	1527
1527	3	2032
2032	3	1527
1527	3	1929
1929	3	1527
1527	3	1806
1806	3	1527
1527	3	1713
1713	3	1527
1535	3	1759
1759	3	1535
1537	3	1935
1935	3	1537
1537	3	1772
1772	3	1537
1537	3	1614
1614	3	1537
1538	3	1803
1803	3	1538
1538	3	2059
2059	3	1538
1538	3	1942
1942	3	1538
1538	3	1873
1873	3	1538
1539	3	1835
1835	3	1539
1541	3	1737
1737	3	1541
1546	3	1839
1839	3	1546
1574	3	1998
1998	3	1574
1582	3	1859
1859	3	1582
1582	3	1850
1850	3	1582
1582	3	2065
2065	3	1582
1582	3	1677
1677	3	1582
1582	3	1710
1710	3	1582
1588	3	1883
1883	3	1588
1588	3	2023
2023	3	1588
1591	3	1676
1676	3	1591
1591	3	1751
1751	3	1591
1591	3	1781
1781	3	1591
1591	3	1726
1726	3	1591
1591	3	1860
1860	3	1591
1591	3	1804
1804	3	1591
1591	3	2010
2010	3	1591
1591	3	1768
1768	3	1591
1591	3	1906
1906	3	1591
1591	3	2029
2029	3	1591
1591	3	1754
1754	3	1591
1591	3	2022
2022	3	1591
1591	3	1775
1775	3	1591
1591	3	1820
1820	3	1591
1591	3	1715
1715	3	1591
1591	3	1720
1720	3	1591
1591	3	1704
1704	3	1591
1600	3	2040
2040	3	1600
1600	3	1814
1814	3	1600
